#       10     2.08957     0.96984     4.10259    2
#        1      434      416       18 14.08     11     14     11
        1         2212     1   9.38300000E-01  -1.51666080E-01   5.31435651E-02  -4.06591322E+00   4.17586926E+00  -8.41298465E+00   1.46270255E+00  -2.82764838E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   1.00925667E-01   1.54721915E-01  -3.26926771E+00   3.40626527E+00  -6.58806471E+00   6.50320774E+00  -2.78727634E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   8.46296885E-02   9.15809570E-02  -4.31862592E+00   4.42114081E+00  -2.88194491E+00  -1.67525993E+00  -2.86721362E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   1.24200346E-03   7.89352960E-02  -3.88591648E+00   3.99837293E+00  -8.46974305E+00   1.47071709E-01  -2.60592200E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -2.98242912E-02  -1.47354579E-01  -4.06595571E+00   4.17552459E+00  -1.10991891E+01   2.59694692E-01  -2.69972789E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   8.64742400E-02   2.82718622E-02  -3.95964028E+00   4.07031143E+00  -1.00540717E+01   3.85090772E+00  -2.61587589E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   6.72481527E-02  -4.13857435E-02  -4.03162266E+00   4.14012358E+00  -2.81878354E+00   1.01704502E+00  -2.85014867E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -9.46962350E-02   1.20571399E-01  -4.09870373E+00   4.20752707E+00  -5.69691619E+00   3.64854287E+00  -2.84898027E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   4.94287037E-02   1.16348956E-01  -3.13461897E+00   3.27448061E+00  -2.37226674E+00  -2.08983309E+00  -2.68338329E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   1.37185204E-01  -1.05768358E-01  -3.34654545E+00   3.47991093E+00  -3.65488163E+00  -2.53094461E+00  -2.81090497E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -3.92696651E-02   1.90578619E-01  -3.84973575E+00   3.96720740E+00  -5.57078198E+00  -2.24546496E+00  -2.76499358E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -7.20182637E-02  -2.59261280E-03  -3.43012320E+00   3.55687298E+00  -9.86082995E+00   2.89086189E+00  -2.88037511E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01   2.65768342E-02  -4.31420736E-02  -3.31854137E+00   3.44901309E+00  -1.18506650E+01   9.21713898E-01  -2.68778616E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -8.83800662E-02   9.50746495E-02  -2.99702129E+00   3.14315029E+00  -6.48535127E+00   1.98694492E+00  -2.78211120E+01   3.01500000E+01   3.01500000E+01
        1         2212     1   9.38300000E-01  -2.04026147E-01  -2.05880534E-02  -3.28097563E+00   3.41866326E+00  -6.30010204E+00  -1.11340152E+00  -2.67671831E+01   3.01500000E+01   3.01500000E+01
